tenantName,bridgeDomain,vipSubnet,bdSubnet,l3outName,nxosInterface,hsrpGroup,unicastRouting
common,VLAN_120_BD,172.22.120.1/24,172.22.120.4/24,A2-L3Out-BGP,vlan120,120,true